Time_hh:mm:ss,Date,Line,Timestamp__ms_,Total_field_anomaly__nT_,Longitude__°_,Latitude__°_,Easting,Northing,Altitude__m_
2022-10-07 16:51:46,2022-10-07,5,31905551,41731.602,101.883716509848,4.59488384316531,819995.29606,508529.15999,491.9
2022-10-07 16:51:47,2022-10-07,5,31906551,41735.393,101.883716376273,4.59485357194428,819995.29475,508525.80962,493.1
2022-10-07 16:51:48,2022-10-07,5,31907551,41739.528000000006,101.883715825363,4.59482317723128,819995.24714,508522.4454,494.2
2022-10-07 16:51:49,2022-10-07,5,31908551,41744.93,101.883715069796,4.59479301281916,819995.1767,508519.10657,495.3
2022-10-07 16:51:50,2022-10-07,5,31909551,41748.725,101.883714327651,4.59476318352713,819995.1076,508515.80483,496.1
2022-10-07 16:51:51,2022-10-07,5,31910551,41751.189,101.883713873946,4.59473351831942,819995.07046,508512.52139,496.1
2022-10-07 16:51:52,2022-10-07,5,31911551,41754.441000000006,101.883713593376,4.59470373065613,819995.0526,508509.22447,496.0
2022-10-07 16:51:53,2022-10-07,5,31912551,41757.783,101.883713108846,4.59467356708751,819995.01226,508505.88586,495.9
2022-10-07 16:51:54,2022-10-07,5,31913551,41761.064,101.883712249535,4.59464316353928,819994.9304,508502.52052,495.8
2022-10-07 16:51:55,2022-10-07,5,31914551,41765.288,101.883711324521,4.59461298216856,819994.84115,508499.17973,495.6
2022-10-07 16:51:56,2022-10-07,5,31915551,41768.496,101.883710222207,4.59458301383587,819994.73211,508495.86245,495.6
2022-10-07 16:51:57,2022-10-07,5,31916551,41771.772,101.883709029236,4.59455296950815,819994.61304,508492.53672,495.5
2022-10-07 16:51:58,2022-10-07,5,31917551,41774.65,101.883707920713,4.59452323029811,819994.50321,508489.24479,495.5
2022-10-07 16:51:59,2022-10-07,5,31918552,41777.742,101.883707309596,4.59449441277826,819994.44821,508486.0551,495.4
2022-10-07 16:52:00,2022-10-07,5,31919552,41781.216,101.883707418597,4.59446670362635,819994.47269,508482.98839,495.4
2022-10-07 16:52:01,2022-10-07,5,31920552,41783.873,101.883708604264,4.59444013963678,819994.61623,508480.04892,495.3
